,Text,Date
69,"#ቴክኖ_ሞባይል

በቅርቡ ቴክኖ ሞባያል በኢትዮጵያ ያስተዋወቀው ዘመናዊ እና የተራቀቀው ፋንተም ቪ ፎልድ ስልክ ሞዴል !

የሚታጠፍ ወይም ፎልደብል የሞባይል ስልክ ቴክኖሎጂ በመያዝ የተመረተው ፋንተም ቪ ፎልድ ከልዩ ዲዛይኑ በተጨማሪ  ለተጠቃሚዎች ምቹ አገልግሎቶችን እንዲሰጥ ያስችለው ዘንድ ሲዘረጋ በባለ 7.85 ኢንች ሰፊ ስክሪን እንዲሁም ሲታጠፍ 6.42 ኢንች ስክሪን የያዘ ሲሆን በተጨማሪም በአገልግሎት ጊዜ በመተጣጠፉ ምክንያት እንከን እንዳይኖር የሚያረገው የኤሮስፔስ ግሬድ ሂንጅ ተገጥሞለታል። 

የፋንተም ቪ ፎልድ በባለ 5 ሌንስ ሲስተም የሚተገብር ካሜራ በመጠቀም እጅግ ከፍተኛ ጥራት (ultra-HD) ያላቸው ምስሎችን የማንሳት አቅም አለው። 

ዘመኑ ያፈራውና ከፍተና አቅም እንዳለው የሚነገርለትን ሚዲያቴክ ዲምነሲቲ 9000 የተባለ ፕሮሰሰር ከ256 ጂቢ ሜሞሪ እና 12ጂቢ ራም የያዘው ፋንተም ቪ ፎልድ ማንኛውንም አይነት መተግበሪያ በፍጥነት እና ያለእንከን እንዲሰራ የማስቻሉ ልዩ አቅም ብሎም በሞባይል ስልክ በመጠቀም ብዙ ስራዎችን ለሚሰሩ ባለሙያዎች እና ሀላፊዎቸ ተመራጭ ያደርገዋል።",2023-06-02 14:22:49+00:00
70,"#EthioTelecom

የድምጽ ጥሪ ጥቅሎቻችን ከ100% ተመላሽ ጋር ቀረቡ!

ሁሉም የድምጽ ጥሪ ጥቅሎቻችን ከ100% ስጦታ ጋር እንዲሁም ወርሃዊዎቹ ተጨማሪ የኢንተርኔት ጥቅል ታክሎባቸው ይበልጥ ለእርስዎ ተስማሚ ሆነው ቀርበዋል

ከአይነተ ብዙ ሰፊ ልዩ የጥቅል ገበታችን በቴሌብር ሱፐርአፕ በድጋሚ ከ10% ስጦታ ጋር እንዲሁም በማይ ኢትዮቴል እና *999# ልብዎ የፈቀደውን ይዘዙ!",2023-06-02 14:22:44+00:00
71,,2023-06-02 14:22:44+00:00
72,,2023-06-02 14:22:44+00:00
73,,2023-06-02 14:22:44+00:00
74,"#AddisAbaba

ዛሬ በአዲስ አበባ ፤ "" አንዋር መስጂድ "" ከጁመአ ስግደት መጠናቀቅ በኃላ የፀጥታ ኃይሎች በተከፈቱት ተኩስ የሰው ህይወት ስለማለፉና ጉዳት ስለመድረሱ በአካባቢው የሚገኙ የቲክቫህ ቤተሰብ አባላት ጠቁመዋል።

በአሁን ሰዓት የተጎዱ ሰዎች እርዳታ እንዲያገኙ ጥሪ አቅርበዋል።

በመስጂዱ በነበረው ሁኔታ የአደጋ ጊዜ አዛን መሰማቱ ተነግሯል።

ከዚሁ ጋር በተያየ ኡስታዝ አቡበከር አህመድ ፤ "" በታላቁ አንዋር መስጂድ የጁምዓ ሰላቱን ለመስገድ ከቤቱ የወጣን እና በመስጂድ ያለን ንፁሃን ህዝበ ሙስሊም ላይ ያለምንም ርህራሄ በጥይት የሀይል እርምጃ መውሰድ ኢ ሰብዓዊ ተግባር ነው "" ብለዋል።

"" ባዶ እጁን ለሰላት በወጡ ንፁሀን ላይ እየተወሰደ ያለውን የኃይል እርምጃ የፀጥታ ኃይሎች ያቆሙ ዘንድ አሳስባለሁ "" ያሉቱ ኡስታዝ አቡበከር "" በመስጂዱ ተጠልለው የሚገኙ እና ያለህራሄ በጥይት ተመትተው በመስጂዱ ውስጥ እና ዙሪያውን ወድቀው የሚገኙት ወንድሞቻችን በአስቸኳይ ወደ ህክምና ቦታ ይወሰዱ ዘንድ አምቡላንስ ወደ ቦታው እንዲገባ መንገዱን ክፍት ልታደርጉ ይገባል "" ሲሉ ጥሪ አቅርበዋል።

ስለ ዛሬው የአንዋር መስጂድ ሁኔታ የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ምክር ቤት እንዲሁም የአ/አ እስልምና ጉዳዮች ከፍተኛ ምክር ቤት የሚሰጡት መረጃ / መግለጫ ካለ ተከታትለን እናሳውቃለን።

በተመሳሳይ በመንግስት / በከተማው አስተዳደር በኩል የሚሰጥ ማብራሪያ ካለ ተከታትለን የምናቀርብ ይሆናል።

ባለፈው ሳምንት ጁመአ በአንዋር መስጂድ በሸገር ከተማ እየተከናወነ ያለው የመስጂዶች ፈረሳ ተግባር በአፋጣኝ እንዲቆም ጥሪ በቀረበበት ወቅት በተወሰደ እርምጃ የሰዎች ህይወት ማለፉ የሚዘነጋ አይደለም።

ጥቆማ ፦ አምቡላንስ ለማግኘት 907 ወይም በ0115150608 ላይ ይደውሉ።

@tikvahethiopia",2023-06-02 11:54:22+00:00
75,,2023-06-02 11:54:22+00:00
76,"#MoE

አገር አቀፍ ፈተናዎች የሚሰጡባቸው እና የምረቃ ቀናት እንዲሁም የሬሜዲያ ፈተና ወጤት አያያዝ ላይ ቅያሪ ተደርጓል።

ትምህርት ሚኒስቴር ፤ ግንቦት 9 ቀን 2015 ዓ/ም ያስተላለፈውን ሴርኩላር በተመለከተ ከዩኒቨርሲቲዎችና ከክልል ት/ቢሮ አመራሮች ጋር በድጋሚ ግንቦት 22 ቀን 2015 በበይነ-መረብ ውይይት አድርጓል።

በውይይቱ መሰረትም ፦

- ፈተናዎች የሚሰጡባቸው ቀናት፣ 

- የተማሪዎች ምረቃ በዓል፣

- የሪሜዲያል ፈተና ውጤት አያያዝ በተመለከተ ቅያሪ መደረጉን ለሁሉም የመንግስት ዩኒቨርስቲዎች፣ ለሁሉም የግል ከፍተኛ ትምህርት ተቋማት፣ ለሁሉም የክልል ትምህርት ቢሮዎች በፃፈው ደብዳቤ ገልጿል።

ቲክቫህ ኢትዮጵያ በኢፌዴሪ ትምህርት ሚኒስቴር ሚኒስትር ፕሮፌሰር ብርሃኑ ነጋ ተፈርሞ የተላከውን ደብዳቤ #ትክክለኝነት ከሚመለከታቸው አካላት አረጋግጧል።

በዚህም ፦

- በ2014 ዓ/ም የ12ኛ ክፍል አጠናቀው ፈተና በመውሰድ በልዩ ሁኔታ የሬሜዲያል ፕሮግራም ተጠቃሚ ለሆኑ ተማሪዎች ለአንድ ሴሚስተር የተሰጠው ትምህርት በማዕከል የጋራ ፈተና ተዘጋጅቶ ለተቋማት እንዲላክ ፤ ተቋማት ፊተናውን የማስተዳደር ውጤት የመግለፅና በ2016 ፍሬሽማን ፕሮግራም ለመከታተል ብቁ ሆነው የተገኙት (ማለትም በተቋማት የውስጥ ፈተና 30 ከመቶ፣ #በማዕከል የተዘጋጀው ፈተና 70 ከመቶ) ተደምሮ በድምሩ 50 ከመቶና ከዚያ በላይ ያስመዘገቡቱን እንዲያሳወቁ፣ ይህ አጠቃላይ ሂደት እስከ ሰኔ 30 ቀን ድረስ እንዲጠናቀቅ ትምህርት ሚኒስቴር አቅጣጫ አስቀምጧል።

- በ2015 ዓ/ም የመውጫ ፈተና ለመውሰድ የተመዘገቡ በግልና በመንግስት ተቋማት የሚገኙ እጩ ምሩቃንና ባለፉት ዓመታት የህግ መውጫ ፈተና ወስደው የማለፊያ ውጤት ያላስመዘገቡት ተማሪዎች የመንግስት ዩኒቨርስቲዎች የመፈተኛ ማእከላት ውስጥ ፈተናው ከሐምሌ 3 እስከ 8 ባሉት ቀናት ተሰጥቶ ውጤት ሐምሌ 10 ቀን የሚገልጽ ይሆናል ተብሏል።

- የተማሪዎችን ምረቃ በተመለከተ ከሐምሌ 11 እስከ ሐምሌ 16 ቀን ባሉት ቀናት ውስጥ ማካሄድ የሚቻል መሆኑን ትምህርት ሚኒስቴር የገለፀ ሲሆን በመርሃ-ግብሩ ላይ የሚሳተፉት የመውጫ ፈተናውን ያለፉ ተማሪዎች #ብቻ ናቸው ብሏል።

- የ2015 የ12ኛ ከፍል ማጠቃለያ ፈተና ከሐምሌ 19 እስከ 30 የሚሰጥ ሆኖ የመንግስት ዩኒቨርስቲዎች ከሐምሌ 16 ቀን ጀምሮ ለዚሁ ሥራ ብቻ ዝግጁ እንዲሆኑ ትምህርት ሚኒስቴር አቅጣጫ አስቀምጧል።

(ቲክቫህ ኢትዮጵያ ከሚመለከተው የትምህርት ሚኒስቴር አካል ትክክለኝነቱን ያረጋገጠው ደብዳቤ ከላይ ተያይዟል)

@tikvahethiopia",2023-06-02 06:42:13+00:00
77,,2023-06-02 06:42:13+00:00
78,"#አቢሲንያ_ባንክ

ባለውለታዎች !

ባንካችን ከ50 አመት በላይ ለሆናቸው ግለሰቦች ያዘጋጀው ልዩ የቁጠባ ሂሳብ ሲሆን ከመደበኛው የቁጠባ ሂሳብ ከፍ ያለ የወለድ መጠን የሚያስገኝ እና ከተለያዩ የአገልግሎት ክፍያዎች ላይ ቅናሽ የሚያገኙበት ነው፡፡ ለበለጠ መረጃ ድረ-ገፃችንን ይጎብኙ፡፡

https://www.bankofabyssinia.com/saving-account/

#BankofAbyssinia  #BankingService #SeniorCitzens #WisdomAccount #Savings",2023-06-02 06:41:52+00:00
79,"#AddisAbaba

የአዲስ አበባ ከተማ እስልምና ጉዳዮች ከፍተኛ ምክር ቤት ዛሬ ባሰራጨው መልዕክት ፤ የከተማው ህዝበ ሙስሊም የነገን #ጁመአ በሰላም እንዲያሳልፍ ጥሪ አቅርቧል።

ምክር ቤቱ በኦሮሚያ ብሔራዊ ክልላዊ መንግስት በሸገር ከተማ (ሲቲ) የመስጅድ ፈረሳ ጋር በተያያዘ ማህበረሰቡ ያቀረበውን ህገ መንግስታዊ የመብት ጥያቄዎች ማለትም የመስጅድ ፈረሳው ሙሉ በሙሉ እንዲቆም ፣ የፈረሱ መስጅዶችም ወደ ቀድሞው ቦታቸው እንዲመለስ መጅሊስ ዘጠኝ አባላት ያሉት ኮሚቴ በማቋቋም በጉዳዩ ዙሪያ በተለያዩ ደረጃዎች ከሚገኙ የመንግስት አካላት ጋር ውይይት እያደረገ ይገኛል ብሏል።

"" መንግስትም የፍትህን መጓደል የጥያቄውን አሳሳቢነት፣ በሸገር ሲቲ አስተዳደር በውይይት ላይ ያልተመሰረተን አካሄድን ከግንዛቤ በማስገባት ለተከሰተው የመብት ጥሰት ፍትህ የማስፈን ሚናውን በአፋጣኝ እንደሚወጣ ተስፋ እናደርጋለን "" ያለው ምክር ቤቱ ህዝቡ ኮሚቴው የደረሰበትን እስኪያሳውቅ ድረስ  ውጤቱን በትእግስትና በዱአ እንዲጠባበቅ  ጥሪ አቅርቧል።

የነገ የጁመአ ሰላት መላው የከተማው ሙስሊም በሁሉም መስጅዶች በሰላም ሰግዶ ወደ ቤቱ በሰላም እንዲመለስ ጥሪ የቀረበ ሲሆን በከተማው የሚገኙ ኢማሞች በሰላምና በትእግስት ዙሪያ የጁመአ ኹጥባ እንዲያደርጉ ማሳስቢያ ተላልፏል።

መንግስትም ጉዳዩን በፍጥነት እልባት እንዲሰጥ እና ከጉዳዩ ጋር በተያያዘ በእስር ላይ የሚገኙ ዜጎችን ከእስር እንዲለቅ ምክር ቤቱ አጥብቆ ጠይቋል።

ባለፈው ሳምንት ጁመአ በሸገር ከተማ አስተዳደር ከሚደረገው የመስጂድ ፈረሳ ጋር በተያያዘ ምዕመናን የተቃውሞ ሰልፍ ማድረጋቸው ፤ የምዕመናን ህይወት ማለፉ ፣ ጉዳትም መድረሱ የሚዘነጋ አይደለም።

(ሙሉ መልዕክቱ ከላይ ተያይዟል)

@tikvahethiopia",2023-06-01 19:27:05+00:00
80,,2023-06-01 19:27:05+00:00
81,"#EOTC

የኢትዮጵያ ኦርቶዶክስ ተዋሕዶ ቤተክርስቲያን ፤ በደብረ ኤልያስ ብሔረ ብፁዓን መልክዓ ሥላሴ አንድነት ገዳም ተፈጸመ የተባለውን ችግር በተመለከተ በዝርዝር  የማጣራት ሥራ እየተከናወነ መሆኑን ዛሬ ምሽት አስታወቀች።

የመንበረ ፓትርያርክ ጠቅላይ ጽ/ ቤት ገዳማት አስተዳደር መምሪያ ከሀገረ ስብከቱ ጽሕፈት ቤት ጋር በመገናኘት በገዳሙ ተፈጸመ የተባለውን ችግር በተመለከተ በዝርዝር የማጣራት ሥራ እያከናወነ እንደሚገኝ የመንበረ ፓትርያርክ ጠቅላይ ጽሕፈት ቤት አሳውቋል።

ፅ/ቤቱ በማዕከል ደረጃ ከሚመለከታቸው አካላት ጋር በመነጋገር ላይ እንደሚገኝም ገልጿል።

ዝርዝር ሁኔታው በሚገባ ተጣርቶ የተደረሰበት የማጣራት #ውጤት  እውነታውን በሚገባ በሚያሳይ መልኩ በቤተክርስቲያኗ ማዕከላዊ አስተዳደር የሚገለጽ ይሆናል ተብሏል።

በሌላ በኩል ፅ/ቤቱ ፤ በአርሲ ሀገረ ስብከት በጢዮ ወረዳ በጨፌ ሚሶማ ቀበሌ ገበሬ ማኀበር በዴራ አማኑኤል አጥቢያ ቤተክርስቲያን ግንቦት 20 ቀን 2015 ዓ.ም ምሽት ላይ በኦርቶዶክሳውያን ላይ ደረሰ ተብሎ በተለያዩ የመገናኛ አውታሮች የተገለጸውን ጥቃት በተመለከተ ቅድስት ኦርቶዶክሳዊት ቤተክርስቲያን ጥልቅ ሐዘን እንደሰተማት ገልጿል።

በሀገረ ስብከቱ በኩል ተጣርቶ በሚቀርቀው መረጃ መሰረት ጉዳዩን  በህግ አግባብ  የምትከታተለው መሆኑን የመንበረ ፓትርያርክ ጠቅላይ ጽሕፈት ቤት አሳውቋል።

@tikvahethiopia",2023-06-01 18:18:37+00:00
82,,2023-06-01 18:18:37+00:00
83,"#AddisAbaba

በአዲስ አበባ ከተማ በተመረጡ የመንግስት መስሪያ ቤቶች #ቅዳሜ እና #እሁድን ጨምሮ #በበዓላት ቀናት መስራት ግዴታ ሊደረግ መሆኑን ተዘግቧል።

ኢትዮ ኤፍ ኤም 107.8 ሬድዮ ፤ በምክትል ከንቲባ ማዕረግ የአዲስ አበባ ከተማ አስተዳደር ዋና ስራ አስኪያጅ አቶ ጥራቱ በየነ ፤ "" የአገልግሎት መስጫ ጊዜን በተመለከተ አዲስ አበባ ላይ የተለየ ትኩረት ይፈልጋል የሚል እምነት አለን  "" ማለታቸውን ዘግቧል።

በከተማው የ24 ሰዓት አገልግሎት መስጠት የሚያስችል አቅም መፈጠር አለበት ብለዋል።

አቶ ጥራቱ የቅዳሜ እና እሁድ እንዲሁም የበዓላት ቀን አገልግሎት በአሰራር ተዘርግቶ መተግበር አለበት ሲሉ አስገንዝበዋል።

እንደ ከተማ አስተዳደር ከመደበኛዉ 8 ሰዓት ተጨማሪ መስራት ያለባቸዉ መስሪያ ቤቶች የትኞቹ ናቸዉ ? የሚለዉ ላይ ጥናት እየተደረገ መሆኑን አሳውቀዋል።

በከተማዋ ባለዉ የትራንስፖርት መጨናነቅ እና በተለያዩ ጉዳዮች ሰራተኛዉ ቢሮ ገብቶ የሚሰራበት ሰዓት ዉስን በመሆኑ ሰዉ ማግኘት ያለበትን ተገቢዉን አገልግሎት እንዲያገኝ ለማድረግ የ24 ሰዓት አገልግሎት መስጠት መጀመር አስፈላጊ መሆኑን ማንሳታቸውን የሬድዮ ጣቢያው ዘገባ ያሳያል።

@tikvahethiopia",2023-06-01 16:44:42+00:00
84,,2023-06-01 16:44:42+00:00
85,"ፀጋ ወደ ቤተሰቦቿ ብትመለስም አጋቿ ግን አልተያዘም።

ፀጋ በላቸው ከቀናት በኃላ ከታገተችበት ነፃ ወጥታ ከቤተሰቦቿ ጋር መቀላቀሏን ለማወቅ ተችሏል።

የቅርብ ቤተሰቧ እንደሆኑ የገለፁልን የቲክቫህ ቤተሰብ አባል ፤ ፀጋ በላቸው በህይወት መገኘቷን እና ከቤተሰቦቿ ጋር መቀላቀሏን በመግለፅ ድምፅ ለሆኑ ለመላው የኢትዮጵያ ህዝብ እና ለማህበራዊ ሚዲያዎች ምስጋና አቅርበዋል።

የፀጋ በላቸውን ነፃ መሆን የከተማው አስተዳደርም ማረጋገጫ ሰጥቷል።

የከተማው ከንቲባ ረ/ፕሮፌሰር ፀጋዬ ቱኬ ፤ በተቀናጀ ኦፕሬሽን ነፃ ወጥታ ወደ ሀዋሳ በሰላም ገብታለች ብለዋል።

ከንቲባው ፀጋ በላቸውን ያፈናት ተጠርጣሪ ግለሰብ አለመያዙን አመልክተው ፤ ግለሰቡን በቁጥጥር ስር ለማዋል የፀጥታ ኃይሎች ርብርብ እያደረጉ ነው ብለዋል።

ግለሰቡ ተይዞ ለፍርድ እንደሚቀርብ እምነታቸው መሆኑን ገልጸዋል።

የሲዳማ ሰላም እና ፀጥታ ቢሮ በሰጠው መግለጫ ደግሞ ተጠርጣሪው ግለሰብ ወደ #ጫካ መግባቱ በመግለፅ ለመያዝ ክትትል እየተደረገ ነው ብሏል።

ፀጋ በላቸው ፤ ግንቦት 15 ቀን 2015 ከስራ ስትወጣ በወቅቱ የከተማው ከንቲባ የግል ጠባቂ በነበረው ግለሰብ ኮንስታብል የኃላመብራት ወ/ማርያም በመኪና ታግታ መወሰዷና አድራሻዋም ሳይታወቅ በመቅረቱ ቤተሰቦችን ከፍተኛ ጭንቀት ላይ ጥሎ ነበር።

@tikvahethiopia",2023-06-01 16:25:45+00:00
86,,2023-06-01 16:25:45+00:00
87,"#Update

"" የኦሮሚያ መንግስት ኮሚኒኬሽን ቢሮ ያወጣውን መግለጫ ፍፁም ሙስሊሙን ማህበረሰብ የማይመጥን ስለሆነ አንቀበለውም "" - ጠቅላይ ምክር ቤቱ

የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ም/ቤት ወቅታዊ ጉዳይን አስመልክቶ ዛሬ መግለጫ ሰጥቷል።

ም/ቤቱ በኦሮሚያ ክልላዊ መንግስት በሸገር ከተማ አስተዳደር የፈረሱ 19 መስጂዶች አስመልክቶ ግንቦት 19/2015 ባደረገው አስቸኳይ ስብሰባ በጉዳዩ ዙሪያ በሰፊው በመወያየት ውሳኔ ማስተላለፉን አስታውሷል።

ከውሳኔዎቹ አንዱ የነበረው ከፌ/እ/ጉ/ጠ/ም/ቤት ፣ከኦሮሚያ እ/ጉ/ከ/ም/ቤት እና ከአዲስ አበባ እ/ጉ/ከ/ም/ቤት የተውጣጡ 9 ዓባላት ያሉት ኮሚቴ ማዋቀር ሲሆን ጠቅላይ ም/ቤቱ በተዋቀረው ኮሚቴ አማካኝነት ከፌደራል መንግስት ከፍተኛ አመራሮች ጋር በተጠናከረ ሁኔታ እየተወያየ መሆኑን ለህዝበ ሙስሊሙ አስገዝንቧል።

ህዝበ ሙስሊሙ ፤ የተጀመረው ውይይት እልባት እስከሚያገኝ በትእግስት እንዲጠባበቅ ጥሪ ቀርቧል።

ጠቅላይ ምክር ቤቱ ፤ ከቀናት በፊት የኦሮሚያ መንግስት ኮሚኒኬሽን ቢሮ ያወጣውን መግለጫ ፍፁም ሙስሊሙን ማህበረሰብ የማይመጥን ስለሆነ እንደማይቀበለው ገልጷል።

በአሁኑ ወቅት የተከሰተውን የመስጂዶች መፍረስ ለመፍታት ጥረት እየተደረገ ባለበት  ሁኔታ አንዳንድ አካላት ጉዳዩን ለፖለቲካ አላማቸው መጠቀሚያ ለማድረግ እየሞከሩ ነው ያለው ጠቅላይ ምክር ቤቱ "" ህዝበ ሙስሊሙ ይህንን በመገንዘብ አላማቸው በመጥፎ ጎኑ እንዳይጠቀሙበት ሰላሙን አጠናክሮ የጠቅላይ ም/ቤታችንን ውሳኔ እንዲጠባበቅ እንጠይቃለን "" ብሏል።

ህዝበ ሙስሊሙ ከእንደዚህ ዓይነት ችግሮች እራሱንና ተቋሞቹን እንዲከላከል  በተለመደው ጨዋነትና እስላማዊ አደብ በተላበሰ መልኩ ከማንኛውም ህገ-ወጥ እንቅስቃሴ ተቆጥቦ የጠቅላይ ም/ቤቱንና የ9ኙን ኮሚቴ ውጤት እንዲጠባበቅ ጥሪ ቀርቧል።

@tikvahethiopia",2023-06-01 15:50:13+00:00
88,,2023-06-01 15:50:13+00:00
89,"#Update #የመሬት_ሊዝ_ጨረታ 

"" በ7 ክ/ከተሞች የመሬት ሊዝ ጨረታ አሸናፊዎች ከአፍታ ቆይታ በኃላ ይለያሉ "" - የአ/አ መሬት ልማትና አስተዳደር ቢሮ

በአዲስ አበባ ከተማ አስተዳደር መሬት ልማትና አስተዳደር ቢሮ ላለፉት አምስት ዓመታት ተቋርጦ የነበረውን የመሬት ሊዝ ጨረታ ዛሬ አስጀምሯል።

ይህንንም ተከትሎ ቢሮው በሁሉም ክፍለ ከተሞች 14 ነጥብ 13 ሄክታር መሬት በሊዝ ለማጫረት ማዘጋጀቱን ገልጿል። 

በጨረታ የቀረበው መሬት አገራዊ ፋይዳ ላላቸው ለተለያዩ ዓላማዎች የሚውል ነው ተብሏል።

በአስራ አንዱ ክፍለ ከተሞች 24 ሺህ የጨረታ ሰነዶችን በማዘጋጀት ባለፋት አስር ቀናት 21 ሺህ 636 የሚሆኑት የጨረታ ሰነዶች መሸጥ መቻሉም ተጠቁሟል። 

የመጀመሪያው ጨረታ #በዛሬው ዕለት በ7 ክፍለ ከተሞች ፦
👉 በቦሌ፣ 
👉 በንፋስ ስልክ ላፍቶ፣ 
👉 በልደታ፣ 
👉 በአዲስ ከተማ፣ 
👉 በቂርቆስ፣ 
👉 በጉለሌና በየካ ክፍለ ከተሞች ተጀምሯል። 

በእነዚህ ክፍለ ከተሞች 2 ሺህ 852 ተጫራቾች የጨረታ ሰነዶቻቸውን ወደ ጨረታ ሳጥኑ አስገብተዋል።

የጨረታ ሂደቱ አሁን በመካሄድ ላይ ሲሆን አሸናፊዎች ከአፍታ ቆይታ በኋላ የሚለዩ ይሆናል።

በቀጣዮች ቀናት የጨረታ ሒደቱ በሌሎች ክ/ከተሞች እንደሚቀጥል ታውቋል። 

#ኢዜአ

@tikvahethiopia",2023-06-01 10:01:40+00:00
90,,2023-06-01 10:01:40+00:00
91,,2023-06-01 10:01:40+00:00
92,"የሕገ መንግሥት ማሻሻል . . .

"" ከ60 በመቶ በላይ ማህበረሰብ ህገ መንግስቱ ስለመሻሻሉ ፍቃደኛ ነው "" በሚል በጥናት ተረጋግጧል ቢባልም በሀገራዊ የምክክር ኮምሽኑ በኩል በጥልቀት በድጋሚ እንደሚታይ ተገልጿል።

በቅርቡ የፖሊሲ ጥናት ኢንስቲቲዩት አከናወንኩት ባለው ጥናት ከትግራይ ክልል ውጪ 60 ከመቶ በላይ የሚሆነው ማህበረሰብ ህገ መንግስቱ እንዲሻሻል ፍቃደኛ መሆኑን አረጋግጫለው ብሏል።

ይህን የጥናት ውጤት ለሀገራዊ ምክክር ኮሚሽን ስራ ምን ያህል አጋዥ ነው ?

ኮሚሽኑ ፤ የማህበረሰብ ጥያቄዎች እና አስፈላጊ ጉዳዮችን በተመለከተ በ3 መንገዶች  ማለትም ከታች ወደ ላይ፤ ከላይ ወደ ታች እንዲሁም ወደ ጎን መረጃ የማሰባሰብ ስራ እንደሚያከናውን አሳውቋል።

"" ከ60 በመቶ በላይ ማህበረሰብ ህገ መንግስቱ ስለመሻሻሉ ፍቃደኛ ነው "" በሚል የፖሊሲ ጥናት ኢንስቲቲዩቱ ሰራሁት ባለው ጥናት ቢያሳውቅም በስፋት እና በጥልቀት በሀገራዊ የምክክር ኮምሽኑ በድጋሜ እንደሚታይ ገልጿል።

ሳይንሳዊ ምርምሮችና ጥናቶች እየተጠኑ ለማህበረሰቡ ይፋ መደረጋቸው ጠቃሚ መሆናቸው የገለፀው ኮሚሽኑ ጥናቱን እንደ ግበዓት እንደሚጠቀምበት ገልጿል።

Credit : #አሐዱ

@tikvahethiopia",2023-06-01 09:34:15+00:00
93,,2023-06-01 09:34:15+00:00
94,"ፎቶ፦ ቅዱስ ፓትርያርኩ ወደ ዱባይ አቀኑ።

ብፁዕ ወቅዱስ አቡነ ማትያስ ቀዳማዊ ፓትርያርክ ርእሰ ሊቃነ ጳጳሳት ዘኢትዮጵያ  ሊቀ ጳጳስ ዘአኵስም ወእጨጌ ዘመንበረ ተክለ ሃይማኖት ወደ ተባበሩት ዓረብ ኢምሬቶች ሐዋርያዊ ጉዞ ማድረጋቸው ተሰምቷል።

ቅዱስነታቸው ከብፁዓን አበው ሊቃነ ጳጳሳት ጋር በመሆን በመካከለኛው ምሥራቅ የንግድ እና የቱሪዝም ማዕከል በመባል በምትታወቀው ዐረብ ኢማራት ፦

- በአገልግሎት እና በስደት የሚገኙትን ውሉደ ክህነት ለመባረክ፡

- በአቡዳቢ መንግሥት ለቤተ ክርስቲያን መሥሪያ በተፈቀደው ቦታ ላይ የተሠራውን መቃረቢያ ቤተ ክርስቲያን ቅዳሴ ቤት ለማክበር፤ 

- በቀጣይ ለሚገነባው አዲስ ሕንፃ ቤተ ክርስቲያንም የመሠረት ደንጊያ ለማኖር ዛሬ ረፋድ ላይ ወደ ዱባይ  አቅንተዋል።

መረጃው የብፁዕ ወቅዱስ ፓትርያርክ ልዩ ፅ/ቤት ነው።

@tikvahethiopia",2023-06-01 09:31:00+00:00
95,,2023-06-01 09:31:00+00:00
96,,2023-06-01 09:31:00+00:00
